2014-11-18 10:27:35	ADD	1.0.0	MDTracker (Markdown Tracker)			sdf	3	1	1
2014-11-18 10:27:42	DEL	1.0.0	MDTracker (Markdown Tracker)			sdf	-3	-1	-1
2014-11-18 10:30:57	ADD	1.0.0	MDTracker (Markdown Tracker)			MDTracker (Markdown Tracker) provide a solution for writers using Markdown. You can calculate various statistics based on the document structure. For instance, how long each of your sections and subsections are.	211	1	31
2014-11-18 10:30:57	ADD	1.0.0	MDTracker (Markdown Tracker)			You can also	12	1	3
2014-11-18 10:31:22	ADD	1.0.0	MDTracker (Markdown Tracker)			You can also track progress of your writing. Just turn on the monitoring function of the tool, and then it will automatically track the progress of your writing	160	1	28
2014-11-18 10:31:22	DEL	1.0.0	MDTracker (Markdown Tracker)			You can also track progress of your writing. Just turn on the monitoring function of the tool, and then it will automatically	-125	-1	-22
2014-11-18 10:32:14	ADD	1.0.0	MDTracker (Markdown Tracker)			You can also track progress of your writing. Just turn on the monitoring function of the tool, and then it will automatically track the progress of your writing at the time interval you specified.	196	1	34
2014-11-18 10:32:14	DEL	1.0.0	MDTracker (Markdown Tracker)			You can also track progress of your writing. Just turn on the monitoring function of the tool, and then it will automatically track the progress of your writing	-160	-1	-28
2014-11-18 10:34:25	ADD	1.0.0	MDTracker (Markdown Tracker)			MDTracker (Markdown Tracker) provide a solution for writers using Markdown. You can calculate various statistics based on the document structure. For instance, how long each of your sections and subsections are. Since a writing project is organized by document structure, this is much more useful than just counting words for whole document.	341	1	52
2014-11-18 10:34:25	ADD	1.0.0	MDTracker (Markdown Tracker)			You can also track progress of your writing. Just turn on the monitoring function of the tool, and then it will automatically track the progress of your writing at the time interval you specified. Again, the tracking is aware of the document structure, so that you can track what progress you made in different parts of your document.	334	1	58
2014-11-18 10:34:25	DEL	1.0.0	MDTracker (Markdown Tracker)			MDTracker (Markdown Tracker) provide a solution for writers using Markdown. You can calculate various statistics based on the document structure. For instance, how long each of your sections and subsections are.	-211	-1	-31
2014-11-18 10:34:25	DEL	1.0.0	MDTracker (Markdown Tracker)			You can also track progress of your writing. Just turn on the monitoring function of the tool, and then it will automatically track the progress of your writing at the time interval you specified.	-196	-1	-34
2014-11-18 10:37:43	ADD	1.1.0	MDTracker (Markdown Tracker)	What It Does		MDTracker (Markdown Tracker) provide a solution for writers using Markdown. You can calculate various statistics based on the document structure. For instance, how long each of your sections and subsections are. Since a writing project is organized by document structure, this is much more useful than just counting words for whole document.	341	1	52
2014-11-18 10:37:43	ADD	1.1.0	MDTracker (Markdown Tracker)	What It Does		You can also track progress of your writing. You can compare two versions of your document at section-level. Note that this is more useful than line-by-line diff, because you can see the changes made in each part of your document.	230	1	40
2014-11-18 10:37:43	ADD	1.1.0	MDTracker (Markdown Tracker)	What It Does		Just turn on the monitoring function of the tool, and then it will automatically track the progress of your writing at the time interval you specified. Again, the tracking is aware of the document structure, so that you can track what progress you made in different parts of your document.	289	1	50
2014-11-18 10:37:43	DEL	1.0.0	MDTracker (Markdown Tracker)			MDTracker (Markdown Tracker) provide a solution for writers using Markdown. You can calculate various statistics based on the document structure. For instance, how long each of your sections and subsections are. Since a writing project is organized by document structure, this is much more useful than just counting words for whole document.	-341	-1	-52
2014-11-18 10:37:43	DEL	1.0.0	MDTracker (Markdown Tracker)			You can also track progress of your writing. Just turn on the monitoring function of the tool, and then it will automatically track the progress of your writing at the time interval you specified. Again, the tracking is aware of the document structure, so that you can track what progress you made in different parts of your document.	-334	-1	-58
2014-11-18 10:46:22	ADD	1.2.0	MDTracker (Markdown Tracker)	Installation		MDTracker requires a python installation with data science toolkits, including numpy and pandas. I recommend Anaconda Python distribution for Windows.	150	1	20
2014-11-18 10:46:22	ADD	1.2.0	MDTracker (Markdown Tracker)	Installation		* http://continuum.io/downloads	31	1	2
2014-11-18 10:46:22	ADD	1.2.0	MDTracker (Markdown Tracker)	Installation		Once you set up the environment, you can clone this repository, and then add the folder to PYTHONPATH so that you can invoke the tool from anywhere.	148	1	27
2014-11-18 10:48:03	ADD	1.1.0	MDTracker (Markdown Tracker)	What It Does		Better yet, if you want tp track the progress real0time, just turn on the monitoring function of the tool, and then it will automatically track the progress of your writing at the time interval you specified. Again, the tracking is aware of the document structure, so that you can track what progress you made in different parts of your document.	346	1	60
2014-11-18 10:48:03	DEL	1.1.0	MDTracker (Markdown Tracker)	What It Does		Just turn on the monitoring function of the tool, and then it will automatically track the progress of your writing at the time interval you specified. Again, the tracking is aware of the document structure, so that you can track what progress you made in different parts of your document.	-289	-1	-50
2014-11-18 10:48:33	ADD	1.1.0	MDTracker (Markdown Tracker)	What It Does		Better yet, if you want tp track the progress  of your writing real-time, just turn on the monitoring function of the tool, and then it will automatically track the difference at the time interval you specified. Again, the tracking is aware of the document structure, so that you can track what progress you made in different parts of your document.	349	1	61
2014-11-18 10:48:33	DEL	1.1.0	MDTracker (Markdown Tracker)	What It Does		Better yet, if you want tp track the progress real0time, just turn on the monitoring function of the tool, and then it will automatically track the progress of your writing at the time interval you specified. Again, the tracking is aware of the document structure, so that you can track what progress you made in different parts of your document.	-346	-1	-60
2014-11-18 10:48:41	ADD	1.1.0	MDTracker (Markdown Tracker)	What It Does		You can also track progress of your writing. You can compare two versions of your document at section-level. Note that this is immensely more useful than line-by-line diff, because you can see the changes made in each part of your document.	240	1	41
2014-11-18 10:48:41	DEL	1.1.0	MDTracker (Markdown Tracker)	What It Does		You can also track progress of your writing. You can compare two versions of your document at section-level. Note that this is more useful than line-by-line diff, because you can see the changes made in each part of your document.	-230	-1	-40
2014-11-18 10:50:11	ADD	1.1.0	MDTracker (Markdown Tracker)	What It Does		You can also track progress of your writing. You can compare two versions of your document at section-level. Note that this is immensely more useful than line-by-line diff, because the tool is aware of Markdown syntax. For instance, the difference is summarized at section-level, and all the comments are ignored.	313	1	50
2014-11-18 10:50:11	DEL	1.1.0	MDTracker (Markdown Tracker)	What It Does		You can also track progress of your writing. You can compare two versions of your document at section-level. Note that this is immensely more useful than line-by-line diff, because you can see the changes made in each part of your document.	-240	-1	-41
2014-11-18 10:50:18	ADD	1.1.0	MDTracker (Markdown Tracker)	What It Does		Better yet, if you want tp track the progress of your writing real-time, just turn on the monitoring function of the tool, and then it will automatically track the difference at the time interval you specified. Again, the tracking is aware of the document structure, so that you can track what progress you made in different parts of your document.	348	1	60
2014-11-18 10:50:18	DEL	1.1.0	MDTracker (Markdown Tracker)	What It Does		Better yet, if you want tp track the progress  of your writing real-time, just turn on the monitoring function of the tool, and then it will automatically track the difference at the time interval you specified. Again, the tracking is aware of the document structure, so that you can track what progress you made in different parts of your document.	-349	-1	-61
2014-11-18 10:50:39	ADD	1.1.0	MDTracker (Markdown Tracker)	What It Does		Better yet, MDTracker can help you track the progress of your writing real-time.  Just turn on the monitoring function of the tool, and then it will automatically track the difference at the time interval you specified. Again, the tracking is aware of the document structure, so that you can track what progress you made in different parts of your document.	357	1	61
2014-11-18 10:50:39	DEL	1.1.0	MDTracker (Markdown Tracker)	What It Does		Better yet, if you want tp track the progress of your writing real-time, just turn on the monitoring function of the tool, and then it will automatically track the difference at the time interval you specified. Again, the tracking is aware of the document structure, so that you can track what progress you made in different parts of your document.	-348	-1	-60
2014-11-18 10:53:18	ADD	1.1.0	MDTracker (Markdown Tracker)	What It Does		You can also compare two versions of your document at section-level. Note that this is immensely more useful than line-by-line diff, because the tool is aware of Markdown syntax. For instance, the difference is summarized at section-level, and all the comments are ignored.	273	1	43
2014-11-18 10:53:18	DEL	1.1.0	MDTracker (Markdown Tracker)	What It Does		You can also track progress of your writing. You can compare two versions of your document at section-level. Note that this is immensely more useful than line-by-line diff, because the tool is aware of Markdown syntax. For instance, the difference is summarized at section-level, and all the comments are ignored.	-313	-1	-50
2014-11-18 21:07:08	ADD	1.2.1	MDTracker (Markdown Tracker)	Applications	Tracking for a Writing Project	Out of the box, MDTracker supports various basic statistics of the document at component-level.	95	1	14
2014-11-18 21:07:08	DEL	1.0.0	MDTracker (Markdown Tracker)			Markdown provides a powerful syntax for writing a structured text with rich format.  However, there has not been an easy way to track the progress of writing an Markdown document.	-179	-1	-31
2014-11-18 21:17:46	ADD	1.2.1	MDTracker (Markdown Tracker)	Applications	Tracking for a Writing Project	Out of the box, MDTracker supports various basic statistics of the document at component-level. This includes basic character, word and sentence-level counting.	160	1	22
2014-11-18 21:17:46	ADD	1.2.2	MDTracker (Markdown Tracker)	Applications	Tracking for Journals	If you use Markdown to write a journal, you can use MDTracker to track various activities you do throughout the day. Since MDTracker tracks every change of your document, you can track when you created and finished a task, what happened at which time of the day, and so on.	273	1	50
2014-11-18 21:17:46	ADD	1.4.2	MDTracker (Markdown Tracker)	Basic Usage	Document Statistics	> mdt parse mdt_demo.md	23	1	4
2014-11-18 21:17:46	ADD	1.4.3	MDTracker (Markdown Tracker)	Basic Usage	Document Diff(erence)	> mdt parse mdt_demo.md mdt_demo_new.md	39	1	5
2014-11-18 21:17:46	ADD	1.4.4	MDTracker (Markdown Tracker)	Basic Usage	Document Monitoring	> mdt monitor mdt_demo.md	25	1	4
2014-11-18 21:17:46	DEL	1.2.1	MDTracker (Markdown Tracker)	Applications	Tracking for a Writing Project	Out of the box, MDTracker supports various basic statistics of the document at component-level.	-95	-1	-14
2014-11-18 21:18:44	ADD	1.2.1	MDTracker (Markdown Tracker)	Applications	Tracking for a Writing Project	Out of the box, MDTracker supports various basic statistics of the document at component-level. This includes basic character, word and sentence-level counting. Use MDTracker to track your writing projects.	206	1	29
2014-11-18 21:18:44	DEL	1.2.1	MDTracker (Markdown Tracker)	Applications	Tracking for a Writing Project	Out of the box, MDTracker supports various basic statistics of the document at component-level. This includes basic character, word and sentence-level counting.	-160	-1	-22
